ref,pred,bleu
do it in a format of presentation or article . , do not have a lot . ,0.43173061492439624
i like drinking but i get drunk easily . , i don t have . ,0.35733817274964674
have red ginseng containing . , is the most in korea . ,0.6389431042462724
i assume that they will be physically tired sometimes . , i have to do . ,0.2925637512788283
i about one s through first impression . , i have to be in korea . ,0.6337834876616586
i predict that i will have a boyfriend after a month . , i have to do . ,0.2170328822226251
so i guess it would be a food delivery service . , do you have . ,0.12287673380733741
i m gonna find out your disgusting secret . , you are . ,0.10283257773094409
do i ship my luggage here for the flight to incheon ? , do you have a house ? ,0.27952792741962756
do you also teach different children in my apartment ? , you are ? ,0.08762406445626589
what city does it pass through in korea ? , do you have ? ,0.2025894847023147
if not do teachers teach male students better ? , do you have ? ,0.24092085663272753
does yoko play tennis as well as mari ? , do you have ? ,0.2025894847023147
is music taught in all japanese schools ? , do you have ? ,0.2601300475114445
does the size of smartphone affect much for using ? , do you have to korea ? ,0.3280443278078623
what does influence on getting exact results ? , do this problem ? ,0.2601300475114445
how does of data affect the result of analysis ? , do you have a problem in korea ? ,0.4630777161991027
how would it affect people by using a coding process ? , do there ? ,0.052796005801316395
everyday i play golf in a cold place . , i have to be in korea . ,0.6080253214198359
when you take the picture please out one two three . , do you are . ,0.14612588611198102
take a stroke penalty and play it from the rough . , is is there . ,0.12287673380733741
try to hit down the right side of the . , do the most . ,0.18762935180380186
try to aim slightly to the right of that hill . , the is is . ,0.14612588611198102
we have to hide all these birthday presents too . , i have to be here . ,0.288715663092199
i turn on the stereo and put away my things . , is this is . ,0.12287673380733741
university is also located under the namsan . , do there is . ,0.30934850332660563
greece is located in the middle of the sea . , do not work . ,0.15777684932819508
jeju island which i live in is located in the south of korea . , do you have . ,0.05804285916064727
the statue is located in the center of the park . , do the best . ,0.14612588611198102
korea has seoul as its capital city and is located in asia . , you are very important . ,0.13501633901742352
so they are located in the bottom of the . , do we are . ,0.18762935180380186
your behavior is not too gentle and so childish . , you are not . ,0.18762935180380186
comparing your list to ours it leads to a perfect match . , you are . ,0.037829991229878616
the movie alien comes out is childish . , the is is there . ,0.48301556221513736
the is located on the top floor of the building . , the is is in korea . ,0.24439253249722204
i installed windows in my book last night . , do you have . ,0.2025894847023147
you are also my first brazilian friend ! , you are going to korea . ,0.36409302398068727
you are my first and favorite foreign friend . , you are very in korea . ,0.34107725495137897
you are a really good sibling and friend too . , do you have to have . ,0.39011264866539486
you are the first friend of mine in my classroom . , you are very in korea . ,0.2626168669837226
always stay happy with hyo jin and i love you my friend . , i have to have . ,0.16056239100113953
he is my facebook friend from the . , do my is going to korea . ,0.7013967267997694
you are my best professor and best friend . , you are very very important . ,0.34107725495137897
eat well rest well and take care my friend . , do you have to be . ,0.3280443278078623
i am not your biological sister so am i your girlfriend ? , do you want to ? ,0.16490932887256968
is this friend the one who came with you last time ? , do you have ? ,0.11380295453101374
i am close with my younger sister among my family members . , my is is in korea . ,0.27952792741962756
my friends are close to my family . , my husband t . ,0.30934850332660563
you would cheat the broker and me when you arrive in korea . , you are . ,0.03223509186534155
how do these virtual activities affect the society ? , do there ? ,0.12228923309170908
and will it give a bad influence to the filter life ? , do you have to ? ,0.1961113472255835
she paints with a variety of color . , do they are very important . ,0.45782273986766686
also paint his nose with green . , i have to be . ,0.4482700320176827
i put the mascara on the eyebrows and . , do you are . ,0.2025894847023147
does it have the influence on in creating this file ? , do you ? ,0.052796005801316395
curry is a general name for dishes with spices . , do the best . ,0.15777684932819508
that is the most coffee is this cafe . , the is is . ,0.2865047968601901
it s a daily cafe that have good purpose from korea airline . , you are very . ,0.07452850641949799
i want all colors except for green red and grey . , do there are . ,0.12287673380733741
you ve really learned and grown since you started here . , you are going to korea . ,0.3302232277439296
the grew a lot during the vacation . , do there to be . ,0.3670124608961283
my son is two inches taller than he was last year . , my is is . ,0.1259436721879507
my most favorite musician is . , do there are it . ,0.5475182535069453
i m okay with anything you want to eat . , don t you like to work . ,0.5270837136273565
yes introduce me your greatest friends . , do you do . ,0.33401359264888447
introduce someone like this in the picture to me . , you do there . ,0.15777684932819508
what kind of food do you usually order for delivery ? , do you have ? ,0.12287673380733738
calm down and drink a glass of cold water . , do you have been a lot . ,0.476273899703797
if you pull this the light will switch on . , i do there . ,0.15777684932819508
